"name","month","opened","responses","activities"
"dev18","2008-09",0,1,1
"dev18","2008-10",0,7,7
"dev18","2005-09",35,0,35
"dev18","2005-10",17,0,17
"dev18","2005-11",18,0,18
"dev18","2005-12",19,0,19
"dev18","2005-08",6,0,6
"dev18","2008-01",0,1,1
"dev18","2008-02",0,4,4
"dev18","2008-03",4,6,10
"dev18","2006-01",13,0,13
"dev18","2006-02",37,0,37
"dev18","2006-03",10,0,10
"dev18","2006-04",14,0,14
"dev18","2006-05",3,0,3
"dev18","2006-06",7,0,7
"dev18","2006-08",13,0,13
"dev18","2006-09",10,0,10
"dev18","2006-10",12,0,12
"dev18","2006-11",2,0,2
"dev18","2006-12",6,0,6
"dev18","2006-07",4,0,4
"dev18","2007-01",1,0,1
"dev18","2007-03",1,0,1
"dev18","2007-04",1,0,1
"dev18","2008-12",1,0,1
"dev18","2007-02",2,0,2
"dev18","2007-05",0,1,1
"dev41","2014-10",1,0,1
"dev17","2007-01",0,1,1
"dev16","2002-09",6,0,6
"dev16","2002-10",7,0,7
"dev16","2002-11",8,0,8
"dev16","2002-12",15,0,15
"dev16","2003-01",25,0,25
"dev16","2003-02",16,0,16
"dev16","2003-04",6,0,6
"dev16","2003-05",9,0,9
"dev16","2003-07",1,0,1
"dev16","2003-08",1,0,1
"dev16","2003-10",4,0,4
"dev16","2003-12",1,0,1
"dev17","2009-05",0,1,1
"dev17","2004-10",0,2,2
"dev18","2010-04",0,1,1
"dev96","2015-01",0,1,1
"dev96","2008-10",0,4,4
"dev96","2013-05",0,2,2
"dev96","2013-09",0,2,2
"dev96","2013-10",0,2,2
"dev96","2009-06",0,7,7
"dev96","2009-09",0,10,10
"dev96","2014-03",0,1,1
"dev96","2014-07",0,4,4
"dev96","2011-05",0,4,4
"dev96","2010-02",0,1,1
"dev96","2010-08",0,3,3
"dev96","2011-11",0,2,2
"dev96","2012-01",0,4,4
"dev96","2012-02",0,3,3
"dev96","2012-10",1,5,6
